,BLOCK,DATE,TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Inverter_No_1,DC_POWER_1,AC_POWER_1,Inverter_No_2,DC_POWER_2,AC_POWER_2,Inverter_No_3,DC_POWER_3,AC_POWER_3,Inverter_No_4,DC_POWER_4,AC_POWER_4,Inverter_No_5,DC_POWER_5,AC_POWER_5,Inverter_No_6,DC_POWER_6,AC_POWER_6,Inverter_No_7,DC_POWER_7,AC_POWER_7,Inverter_No_8,DC_POWER_8,AC_POWER_8,Inverter_No_9,DC_POWER_9,AC_POWER_9,Inverter_No_10,DC_POWER_10,AC_POWER_10,Inverter_No_11,DC_POWER_11,AC_POWER_11,Inverter_No_12,DC_POWER_12,AC_POWER_12,Inverter_No_13,DC_POWER_13,AC_POWER_13,Inverter_No_14,DC_POWER_14,AC_POWER_14,Inverter_No_15,DC_POWER_15,AC_POWER_15,Inverter_No_16,DC_POWER_16,AC_POWER_16,Inverter_No_17,DC_POWER_17,AC_POWER_17,Inverter_No_18,DC_POWER_18,AC_POWER_18,Inverter_No_19,DC_POWER_19,AC_POWER_19,Inverter_No_20,DC_POWER_20,AC_POWER_20,Inverter_No_21,DC_POWER_21,AC_POWER_21,Inverter_No_22,DC_POWER_22,AC_POWER_22
2584,94,2020-06-10,23:15,24.7657957,23.433153999999995,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2585,95,2020-06-10,23:30,24.622883793103444,23.429897724137927,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2586,96,2020-06-10,23:45,24.52480276666667,23.359506299999996,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2587,1,2020-06-11,00:00,24.52855189655173,23.398515344827583,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2588,2,2020-06-11,00:15,24.602478866666665,23.42233426666667,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2589,3,2020-06-11,00:30,24.652273172413796,23.67843110344828,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2590,4,2020-06-11,00:45,24.744776200000008,24.167458166666663,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2591,5,2020-06-11,01:00,24.655353833333333,23.66065673333333,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2592,6,2020-06-11,01:15,24.631611620689657,23.33763493103448,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2593,7,2020-06-11,01:30,24.663321966666665,23.41626396666667,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2594,8,2020-06-11,01:45,24.628002068965515,23.91842972413793,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2595,9,2020-06-11,02:00,24.583562166666667,23.807694466666668,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2596,10,2020-06-11,02:15,24.18870453333333,23.353352000000005,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2597,11,2020-06-11,02:30,23.99366620689655,23.231899,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2598,12,2020-06-11,02:45,24.11983143333333,23.2196046,0.0001151645777666,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2599,13,2020-06-11,03:00,24.193308896551724,23.11700665517241,0.0001363457634482,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2600,14,2020-06-11,03:15,24.191336966666668,23.09600013333333,3.327031936666668e-05,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2601,15,2020-06-11,03:30,24.184912066666666,23.526898266666667,2.559282e-05,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2602,16,2020-06-11,03:45,24.228536862068967,23.631382448275865,3.971314896551726e-06,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2603,17,2020-06-11,04:00,24.204156500000003,23.579078366666664,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2604,18,2020-06-11,04:15,24.2147461724138,23.664883172413795,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2605,19,2020-06-11,04:30,24.2575073,23.715879533333336,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2606,20,2020-06-11,04:45,24.256150931034483,23.536827379310346,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2607,21,2020-06-11,05:00,24.2076104,23.14459433333334,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2608,22,2020-06-11,05:15,24.26688568965517,23.236197655172408,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2609,23,2020-06-11,05:30,24.262456366666665,23.634011800000007,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2610,24,2020-06-11,05:45,24.228851566666663,23.681645666666665,0.0002546431066666,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
2611,25,2020-06-11,06:00,24.265365206896558,23.726225896551725,0.0042637027482758,1.0,1.3571428571428572,1.3,2,0.7285714285714286,0.7,3,0.7071428571428573,0.6857142857142858,4.0,1.1466666666666665,1.106666666666667,5.0,1.2999999999999998,1.2533333333333334,6,0.6357142857142856,0.6142857142857142,7,0.0,0.0,8.0,0.7142857142857141,0.6857142857142856,9.0,0.6666666666666666,0.6466666666666666,10,0.5933333333333333,0.5733333333333333,11.0,0.0,0.0,12.0,1.106666666666667,1.0666666666666669,13,1.413333333333333,1.3666666666666667,14,0.0,0.0,15.0,1.98,1.9133333333333336,16.0,0.0,0.0,17,0.4,0.3866666666666666,18,0.707142857142857,0.6785714285714283,19,0.0,0.0,20,0.7714285714285715,0.7428571428571428,21.0,1.3266666666666664,1.2866666666666664,22,0.52,0.5
2612,26,2020-06-11,06:15,24.30399276666666,23.941916866666663,0.0098950991166666,1.0,13.02,12.56,2,13.5,13.033333333333337,3,13.28,12.813333333333333,4.0,11.6,11.178571428571429,5.0,13.233333333333333,12.773333333333332,6,12.213333333333336,11.773333333333332,7,13.133333333333328,12.666666666666666,8.0,14.173333333333334,13.646666666666668,9.0,13.593333333333334,13.113333333333337,10,13.333333333333334,12.853333333333332,11.0,13.38,12.92,12.0,11.064285714285717,10.664285714285716,13,13.746666666666666,13.266666666666667,14,13.546666666666663,13.08,15.0,13.919999999999998,13.406666666666668,16.0,13.026666666666667,12.566666666666666,17,13.559999999999995,13.08,18,13.326666666666666,12.86,19,11.826666666666666,11.4,20,13.973333333333334,13.48,21.0,13.806666666666668,13.313333333333333,22,13.253333333333336,12.773333333333332
2613,27,2020-06-11,06:30,24.28631917241379,24.10950765517241,0.0146363091896551,1.0,21.08666666666667,20.35333333333333,2,21.32666666666667,20.6,3,21.246666666666663,20.506666666666664,4.0,17.853333333333335,17.226666666666667,5.0,21.25714285714286,20.507142857142856,6,19.88,19.2,7,21.053333333333327,20.34,8.0,20.893333333333327,20.17333333333333,9.0,21.55,20.81428571428572,10,21.19333333333333,20.433333333333334,11.0,20.913333333333338,20.2,12.0,17.073333333333334,16.48,13,21.606666666666666,20.86,14,21.56,20.82,15.0,22.17857142857143,21.4,16.0,22.4,21.62,17,21.506666666666668,20.76,18,21.07333333333333,20.340000000000003,19,19.52,18.84,20,22.02,21.266666666666666,21.0,21.65,20.899999999999995,22,21.0,20.26
2614,28,2020-06-11,06:45,24.22797863333333,23.9388551,0.0224950799666666,1.0,35.46,34.260000000000005,2,35.940000000000005,34.74,3,35.673333333333325,34.480000000000004,4.0,29.94,28.92,5.0,34.226666666666674,33.07333333333334,6,33.16,32.046666666666674,7,34.78,33.60666666666667,8.0,36.786666666666655,35.540000000000006,9.0,34.47333333333333,33.32,10,34.64285714285715,33.46428571428571,11.0,34.96,33.78666666666666,12.0,28.6,27.626666666666665,13,35.67142857142857,34.471428571428575,14,35.973333333333336,34.773333333333326,15.0,34.76666666666667,33.586666666666666,16.0,35.70666666666666,34.50666666666666,17,34.90714285714285,33.73571428571429,18,34.82,33.62666666666667,19,32.760000000000005,31.64,20,36.5,35.28,21.0,34.72,33.53333333333334,22,34.38571428571428,33.23571428571429
2615,29,2020-06-11,07:00,24.14798303448276,23.50303603448276,0.0590051749310344,1.0,89.55714285714286,86.94285714285714,2,87.30666666666664,84.78666666666668,3,92.66666666666669,89.9866666666667,4.0,76.17999999999998,73.89999999999998,5.0,89.64666666666669,87.04666666666668,6,87.89333333333333,85.31999999999998,7,90.57333333333331,87.94,8.0,90.62142857142857,87.99285714285712,9.0,89.64,87.02000000000001,10,88.12000000000003,85.54666666666665,11.0,87.89285714285715,85.3,12.0,72.83333333333333,70.61333333333333,13,89.30000000000001,86.67999999999998,14,93.48666666666665,90.78,15.0,89.19333333333331,86.59333333333332,16.0,91.5,88.83571428571429,17,88.87333333333333,86.27333333333331,18,90.05333333333331,87.43333333333332,19,86.07333333333331,83.53999999999998,20,93.12,90.46,21.0,90.23333333333332,87.6,22,90.5133333333333,87.89333333333332
2616,30,2020-06-11,07:15,24.44488326666666,24.803459733333337,0.1020111090333333,1.0,154.04,150.49333333333334,2,156.67857142857142,153.1,3,155.7142857142857,152.1428571428571,4.0,131.79333333333335,128.50666666666666,5.0,156.48000000000005,152.91999999999996,6,150.22666666666663,146.73999999999998,7,154.42000000000002,150.92000000000002,8.0,154.73999999999998,151.16666666666666,9.0,155.78666666666666,152.25333333333336,10,151.74666666666664,148.2333333333333,11.0,151.54666666666668,148.04666666666665,12.0,127.1,123.78,13,154.98,151.40666666666667,14,157.90714285714287,154.32857142857142,15.0,156.35333333333335,152.83333333333337,16.0,155.61333333333332,152.0533333333333,17,154.48666666666665,150.89999999999998,18,154.3733333333333,150.83333333333334,19,147.80666666666667,144.36,20,156.7,153.29285714285714,21.0,155.47333333333333,151.96000000000004,22,156.18666666666667,152.63333333333333
2617,31,2020-06-11,07:30,24.71686213793104,26.608197379310347,0.0989866136551724,1.0,155.29333333333332,151.74,2,153.3,149.63333333333333,3,152.46666666666667,148.86,4.0,130.06,126.52666666666669,5.0,154.64666666666668,151.11999999999998,6,146.25000000000003,142.55,7,149.97857142857143,146.27857142857144,8.0,155.82666666666665,152.27999999999997,9.0,154.16666666666666,150.6466666666667,10,149.46666666666664,145.78666666666666,11.0,154.24,150.75999999999996,12.0,125.99333333333335,122.56666666666663,13,151.98,148.34,14,155.23999999999998,151.64,15.0,155.44,151.9466666666667,16.0,156.58,153.02,17,153.02,149.38666666666666,18,150.57857142857142,146.97142857142856,19,144.47142857142856,140.70714285714283,20,153.82,150.66,21.0,152.99333333333337,149.4333333333333,22,153.02666666666667,149.36666666666667
2618,32,2020-06-11,07:45,24.634990400000003,25.5272257,0.0667724374666666,1.0,111.01333333333334,107.92666666666668,2,108.25333333333332,105.21333333333334,3,109.36666666666666,106.29333333333334,4.0,91.05714285714286,88.44285714285715,5.0,113.98571428571428,110.82857142857144,6,107.34,104.32666666666668,7,109.56666666666666,106.50666666666666,8.0,110.35333333333334,107.27333333333333,9.0,114.25714285714288,111.1,10,105.0,102.05333333333331,11.0,111.46000000000002,108.36,12.0,87.82142857142857,85.2642857142857,13,105.27333333333335,102.32,14,111.13333333333333,108.03333333333332,15.0,116.52142857142856,113.31428571428572,16.0,111.36,108.26,17,105.95333333333332,102.96,18,110.19333333333331,107.11333333333334,19,106.96,103.95333333333332,20,109.33333333333331,106.30666666666666,21.0,111.87142857142857,108.75714285714288,22,106.04,103.06
2619,33,2020-06-11,08:00,24.439050466666664,24.529686466666664,0.0651904124,1.0,107.97333333333331,104.94666666666669,2,108.01333333333334,105.01333333333334,3,106.64666666666666,103.66,4.0,90.48666666666665,87.86666666666666,5.0,104.84,101.88666666666668,6,100.70666666666668,97.86666666666669,7,104.07333333333332,101.16,8.0,109.89333333333332,106.81999999999998,9.0,104.58666666666667,101.62666666666664,10,105.28571428571428,102.32857142857144,11.0,105.82,102.84666666666666,12.0,87.16,84.62,13,107.39285714285714,104.40714285714289,14,108.39333333333332,105.36666666666666,15.0,104.85333333333334,101.89333333333332,16.0,108.78,105.74,17,106.67142857142858,103.65714285714286,18,104.28,101.35333333333334,19,98.8733333333333,96.04666666666665,20,108.45333333333332,105.53333333333336,21.0,104.88,101.93333333333332,22,107.37142857142858,104.36428571428571
2620,34,2020-06-11,08:15,24.048603103448272,24.303316379310345,0.1120032948965517,1.0,180.80714285714285,177.2,2,182.3466666666667,178.72666666666666,3,181.90000000000003,178.30666666666667,4.0,149.8733333333333,146.30666666666667,5.0,181.8733333333333,178.21333333333334,6,174.95999999999998,171.44666666666663,7,179.19333333333333,175.6333333333333,8.0,181.65714285714287,178.02857142857144,9.0,181.0066666666667,177.36666666666665,10,175.54666666666665,172.0066666666667,11.0,177.8142857142857,174.2214285714286,12.0,144.09333333333333,140.3733333333333,13,177.2266666666667,173.63333333333335,14,184.04,180.3933333333333,15.0,180.56,176.94,16.0,182.50714285714284,178.89999999999998,17,177.21333333333334,173.6333333333333,18,178.79333333333332,175.24,19,172.18666666666664,168.7,20,182.06666666666663,178.48666666666668,21.0,180.98666666666668,177.34666666666666,22,180.74,177.15333333333334
2621,35,2020-06-11,08:30,24.360200137931034,25.258221862068964,0.1442327949999999,1.0,224.0066666666667,219.6266666666667,2,230.70714285714288,226.20714285714288,3,230.85714285714283,226.34285714285716,4.0,186.96666666666667,183.23333333333332,5.0,234.02,229.46,6,227.7133333333333,223.28,7,233.42666666666668,228.92,8.0,224.54666666666668,220.1733333333333,9.0,232.91333333333336,228.38,10,221.94000000000003,217.58666666666667,11.0,220.56666666666663,216.26,12.0,178.53333333333333,174.88666666666668,13,224.92,220.53333333333333,14,232.49285714285716,227.97142857142856,15.0,232.06666666666663,227.55333333333328,16.0,226.6,222.18,17,224.86666666666667,220.47333333333336,18,231.80666666666667,227.28,19,223.97333333333336,219.60666666666668,20,229.14285714285717,224.72857142857143,21.0,232.5733333333333,228.06666666666663,22,230.74,226.24666666666664
2622,36,2020-06-11,08:45,24.851787299999994,28.614925066666665,0.2382026306666666,1.0,361.70666666666665,355.45333333333326,2,360.21333333333337,354.0066666666667,3,362.51333333333326,356.2799999999999,4.0,296.2266666666667,290.82666666666665,5.0,378.9066666666666,372.36,6,359.36428571428576,353.22857142857146,7,365.8785714285714,359.6071428571429,8.0,361.27333333333326,355.03333333333336,9.0,378.7866666666666,372.18666666666667,10,349.66,343.61333333333334,11.0,359.3533333333333,353.1600000000001,12.0,283.88666666666666,278.67333333333335,13,353.6533333333333,347.54,14,366.8133333333333,360.4933333333333,15.0,383.04,376.3200000000001,16.0,360.95333333333326,354.7333333333333,17,354.33333333333326,348.22666666666663,18,364.21428571428567,357.95714285714286,19,354.95,348.9,20,359.05333333333334,352.78000000000003,21.0,371.66,365.26,22,359.79999999999995,353.59333333333336
2623,37,2020-06-11,09:00,25.6061401,31.9640666,0.3654319533333332,1.0,550.1266666666667,539.2466666666667,2,542.5733333333333,531.9066666666665,3,536.4466666666666,525.94,4.0,455.91333333333336,447.3666666666666,5.0,560.5714285714286,549.4714285714284,6,525.7666666666667,515.4866666666667,7,537.2733333333334,526.76,8.0,548.5933333333334,537.7933333333334,9.0,558.5357142857142,547.4785714285714,10,533.3333333333335,522.8800000000001,11.0,542.8533333333335,532.18,12.0,441.2,433.0666666666667,13,545.5666666666667,534.78,14,548.3599999999999,537.5733333333334,15.0,564.2214285714288,553.0357142857142,16.0,549.2266666666667,538.42,17,543.6,532.9133333333333,18,534.7133333333333,524.2600000000001,19,517.0799999999999,507.02,20,543.6466666666666,532.8066666666667,21.0,550.1785714285713,539.3214285714286,22,547.26,536.46
2624,38,2020-06-11,09:15,26.064864551724135,33.41386689655172,0.3184037789655173,1.0,479.6666666666666,470.53333333333336,2,483.82,474.5866666666666,3,473.2066666666668,464.22,4.0,407.21333333333325,399.8,5.0,464.40666666666664,455.63333333333327,6,449.5333333333333,441.1266666666667,7,468.06,459.19333333333327,8.0,480.84666666666664,471.7,9.0,458.74,450.0866666666667,10,478.1428571428572,469.0642857142857,11.0,469.13999999999993,460.2600000000001,12.0,393.2466666666667,386.1,13,488.25,478.9071428571429,14,484.68666666666655,475.4466666666667,15.0,454.34,445.85333333333335,16.0,484.8866666666667,475.66666666666663,17,487.87142857142857,478.5214285714286,18,464.91333333333336,456.12,19,435.72666666666663,427.7,20,483.4266666666666,474.0533333333332,21.0,464.4333333333333,455.64666666666665,22,492.4,482.9428571428571
